wilaya_code,wilaya_name,commune_name,commune_name_ar
17,Djelfa,"Hassi Fedoul","حاسي فدول"
17,Djelfa,M'Liliha,مليليحة
17,Djelfa,Messaad,مسعد
17,Djelfa,Moudjebara,مجبارة
17,Djelfa,"Oum Laadham","أم العظام"
17,Djelfa,"Sed Rahal","سد الرحال"
17,Djelfa,Selmana,سلمانة
17,Djelfa,"Sidi Baizid","سيدي بايزيد"
17,Djelfa,"Sidi Laadjel","سيدي لعجال"
17,Djelfa,Taadmit,تعظميت
17,Djelfa,Zaafrane,زعفران
17,Djelfa,Zaccar,زكار
18,Jijel,"Bordj T'har","برج الطهر"
18,Jijel,"Boudria Beniyadjis","بودريعة بني  ياجيس"
18,Jijel,"Bouraoui Belhadef","بوراوي بلهادف"
18,Jijel,"Boussif Ouled Askeur","بوسيف أولاد عسكر"
18,Jijel,Chahna,الشحنة
18,Jijel,Chekfa,الشقفة
18,Jijel,"Djemaa Beni Habibi","الجمعة بني حبيبي"
18,Jijel,Djimla,جيملة
18,Jijel,"El Ancer",العنصر
18,Jijel,"El Aouana",العوانة
18,Jijel,"El Kennar Nouchfi","القنار نشفي"
18,Jijel,"El Milia",الميلية
18,Jijel,"Emir Abdelkader","الامير عبد القادر"
18,Jijel,"Erraguene Souissi","أراقن سويسي"
18,Jijel,Ghebala,غبالة
18,Jijel,Jijel,جيجل
18,Jijel,Kaous,قاوس
18,Jijel,"Khiri Oued Adjoul","خيري واد عجول"
18,Jijel,Oudjana,وجانة
18,Jijel,"Ouled Rabah","أولاد رابح"
18,Jijel,"Ouled Yahia Khadrouch","أولاد يحيى خدروش"
18,Jijel,"Selma Benziada","سلمى بن زيادة"
18,Jijel,Settara,السطارة
18,Jijel,"Sidi Abdelaziz","سيدي عبد العزيز"
18,Jijel,"Sidi Marouf","سيدي معروف"
18,Jijel,Taher,الطاهير
18,Jijel,Texenna,تاكسنة
18,Jijel,"Ziama Mansouriah","زيامة منصورية"
19,Sétif,"Ain Abessa","عين عباسة"
19,Sétif,"Ain Arnat","عين أرنات"
19,Sétif,"Ain Azel","عين أزال"
19,Sétif,"Ain El Kebira","عين الكبيرة"
19,Sétif,"Ain Lahdjar","عين الحجر"
19,Sétif,"Ain Oulmene","عين ولمان"
19,Sétif,Ain-Legradj,"عين لقراج"
19,Sétif,Ain-Roua,"عين الروى"
19,Sétif,Ain-Sebt,"عين السبت"
19,Sétif,"Ait Naoual Mezada","أيت نوال مزادة"
19,Sétif,Ait-Tizi,"ايت تيزي"
19,Sétif,Amoucha,عموشة
19,Sétif,Babor,بابور
19,Sétif,Bazer-Sakra,"بازر سكرة"
19,Sétif,"Beidha Bordj","بيضاء برج"
19,Sétif,Bellaa,بلاعة
19,Sétif,"Beni Chebana","بني شبانة"
19,Sétif,"Beni Fouda","بني فودة"
19,Sétif,"Beni Ourtilane","بني ورتيلان"
19,Sétif,"Beni Oussine","بني وسين"
19,Sétif,Beni-Aziz,"بني عزيز"
19,Sétif,Beni-Mouhli,"بني موحلي"
19,Sétif,"Bir Haddada","بئر حدادة"
19,Sétif,Bir-El-Arch,"بئر العرش"
19,Sétif,Bouandas,بوعنداس
19,Sétif,Bougaa,بوقاعة
19,Sétif,Bousselam,بوسلام
19,Sétif,Boutaleb,بوطالب
19,Sétif,Dehamcha,الدهامشة
19,Sétif,Djemila,جميلة
19,Sétif,Draa-Kebila,"ذراع قبيلة"
19,Sétif,"El Eulma",العلمة
19,Sétif,"El Ouricia",أوريسيا
19,Sétif,El-Ouldja,الولجة
19,Sétif,Guellal,قلال
19,Sétif,"Guelta Zerka","قلتة زرقاء"
19,Sétif,Guenzet,قنزات
19,Sétif,Guidjel,قجال
19,Sétif,"Hamam Soukhna","حمام السخنة"
19,Sétif,Hamma,الحامة
19,Sétif,"Hammam Guergour","حمام قرقور"
19,Sétif,Harbil,حربيل
19,Sétif,"Kasr El Abtal","قصر الابطال"
19,Sétif,Maaouia,معاوية
19,Sétif,Maouaklane,ماوكلان
19,Sétif,Mezloug,مزلوق
19,Sétif,"Oued El Bared","واد البارد"
19,Sétif,"Ouled Addouane","أولاد عدوان"
19,Sétif,"Ouled Sabor","أولاد صابر"
19,Sétif,"Ouled Si Ahmed","أولاد سي أحمد"
19,Sétif,"Ouled Tebben","أولاد تبان"
19,Sétif,Rosfa,الرصفة
19,Sétif,"Salah Bey","صالح باي"
19,Sétif,Serdj-El-Ghoul,"سرج الغول"
19,Sétif,Setif,سطيف
19,Sétif,Tachouda,تاشودة
19,Sétif,Tala-Ifacene,"تالة إيفاسن"
19,Sétif,Taya,الطاية
19,Sétif,Tella,التلة
19,Sétif,"Tizi N'Bechar","تيزي نبشار"
20,Saïda,"Ain Sekhouna","عين السخونة"
20,Saïda,"Aïn El Hadjar","عين الحجر"
20,Saïda,"Aïn Soltane","عين السلطان"
20,Saïda,"Doui Thabet","دوي ثابت"
20,Saïda,"El Hassasna",الحساسنة
20,Saïda,Hounet,هونت
20,Saïda,Maamora,المعمورة
20,Saïda,"Moulay Larbi","مولاي العربي"
20,Saïda,"Ouled Brahim","أولاد إبراهيم"
20,Saïda,"Ouled Khaled","أولاد خالد"
20,Saïda,Saida,سعيدة
20,Saïda,"Sidi Ahmed","سيدي احمد"
20,Saïda,"Sidi Amar","سيدي عمر"
20,Saïda,"Sidi Boubekeur","سيدي بوبكر"
20,Saïda,Tircine,تيرسين
20,Saïda,Youb,يوب
21,Skikda,"Ain Bouziane","عين بوزيان"
21,Skikda,"Ain Charchar","عين شرشار"
21,Skikda,"Ain Kechra","عين قشرة"
21,Skikda,"Ain Zouit","عين زويت"
21,Skikda,Azzaba,عزابة
21,Skikda,"Bekkouche Lakhdar","بكوش لخضر"
21,Skikda,"Ben Azzouz","بن عزوز"
21,Skikda,"Beni Bechir","بني بشير"
21,Skikda,"Beni Oulbane","بني ولبان"
21,Skikda,"Beni Zid","بني زيد"
21,Skikda,"Bin El Ouiden","بين الويدان"
21,Skikda,Bouchetata,بوشطاطة
21,Skikda,Cheraia,الشرايع
21,Skikda,Collo,القل
21,Skikda,"Djendel Saadi Mohamed","جندل سعدي محمد"
21,Skikda,"El Arrouch",الحروش
21,Skikda,"El Ghedir",الغدير
21,Skikda,"El Hadaiek",الحدائق
21,Skikda,"El Marsa",المرسى
21,Skikda,"Emjez Edchich","مجاز الدشيش"
21,Skikda,"Es Sebt",السبت
21,Skikda,Filfila,فلفلة
21,Skikda,"Hammadi Krouma","حمادي كرومة"
21,Skikda,Kanoua,قنواع
21,Skikda,Kerkara,الكركرة
21,Skikda,"Khenag Maoune","خناق مايو"
21,Skikda,"Oued Zhour","وادي الزهور"
21,Skikda,"Ouldja Boulbalout","الولجة بولبلوط"
21,Skikda,"Ouled Attia","أولاد عطية"
21,Skikda,"Ouled Habbaba","أولاد حبابة"
21,Skikda,"Oum Toub","أم الطوب"
21,Skikda,"Ramdane Djamel","رمضان جمال"
21,Skikda,"Salah Bouchaour","صالح بو الشعور"
21,Skikda,"Sidi Mezghiche","سيدي مزغيش"
21,Skikda,Skikda,سكيكدة
21,Skikda,Tamalous,تمالوس
21,Skikda,Zerdezas,زردازة
21,Skikda,Zitouna,الزيتونة
22,"Sidi Bel Abbès","Ain El Berd","عين البرد"
22,"Sidi Bel Abbès","Ain Kada","عين قادة"
22,"Sidi Bel Abbès","Ain Thrid","عين الثريد"
22,"Sidi Bel Abbès","Ain Tindamine","عين تندمين"
22,"Sidi Bel Abbès","Ain- Adden","عين أدن"
22,"Sidi Bel Abbès",Amarnas,العمارنة
22,"Sidi Bel Abbès","Bedrabine El Mokrani","بضرابين المقراني"
22,"Sidi Bel Abbès",Belarbi,بلعربي
22,"Sidi Bel Abbès","Ben Badis","بن باديس"
22,"Sidi Bel Abbès","Benachiba Chelia","بن عشيبة شلية"
22,"Sidi Bel Abbès","Bir El Hammam","بئر الحمام"
22,"Sidi Bel Abbès","Boudjebaa El Bordj","بوجبهة البرج"
22,"Sidi Bel Abbès",Boukhanefis,بوخنفيس
22,"Sidi Bel Abbès","Chetouane Belaila","شيطوان البلايلة"
22,"Sidi Bel Abbès",Dhaya,الضاية
22,"Sidi Bel Abbès","El Hacaiba",الحصيبة
22,"Sidi Bel Abbès","Hassi Dahou","حاسي دحو"
22,"Sidi Bel Abbès","Hassi Zahana","حاسي زهانة"
22,"Sidi Bel Abbès",Lamtar,لمطار
22,"Sidi Bel Abbès",M'Cid,مسيد
22,"Sidi Bel Abbès",Makedra,مكدرة
22,"Sidi Bel Abbès",Marhoum,مرحوم
22,"Sidi Bel Abbès",Merine,مرين
22,"Sidi Bel Abbès",Mezaourou,مزاورو
22,"Sidi Bel Abbès","Mostefa Ben Brahim","مصطفى بن ابراهيم"
22,"Sidi Bel Abbès","Moulay Slissen","مولاي سليسن"
22,"Sidi Bel Abbès","Oued Sebaa","وادي السبع"
22,"Sidi Bel Abbès","Oued Sefioun","وادي سفيون"
22,"Sidi Bel Abbès","Oued Taourira","وادي تاوريرة"
22,"Sidi Bel Abbès","Ras El Ma","راس الماء"
22,"Sidi Bel Abbès","Redjem Demouche","رجم دموش"
22,"Sidi Bel Abbès","Sehala Thaoura","السهالة الثورة"
22,"Sidi Bel Abbès",Sfisef,سفيزف
22,"Sidi Bel Abbès","Sidi Ali Benyoub","سيدي علي بن يوب"
22,"Sidi Bel Abbès","Sidi Ali Boussidi","سيدي علي بوسيدي"
22,"Sidi Bel Abbès","Sidi Bel-Abbes","سيدي بلعباس"
22,"Sidi Bel Abbès","Sidi Brahim","سيدي ابراهيم"
22,"Sidi Bel Abbès","Sidi Chaib","سيدي شعيب"
22,"Sidi Bel Abbès","Sidi Dahou Zairs","سيدي دحو الزاير"
22,"Sidi Bel Abbès","Sidi Hamadouche","سيدي حمادوش"
22,"Sidi Bel Abbès","Sidi Khaled","سيدي خالد"
22,"Sidi Bel Abbès","Sidi Lahcene","سيدي لحسن"
22,"Sidi Bel Abbès","Sidi Yacoub","سيدي يعقوب"
22,"Sidi Bel Abbès",Tabia,طابية
22,"Sidi Bel Abbès",Taoudmout,تاودموت
22,"Sidi Bel Abbès",Tefessour,تفسور
22,"Sidi Bel Abbès",Teghalimet,تغاليمت
22,"Sidi Bel Abbès",Telagh,تلاغ
22,"Sidi Bel Abbès",Tenira,تنيرة
22,"Sidi Bel Abbès",Tessala,تسالة
22,"Sidi Bel Abbès",Tilmouni,تلموني
22,"Sidi Bel Abbès",Zerouala,زروالة
23,Annaba,"Ain El Berda","عين الباردة"
23,Annaba,Annaba,عنابة
23,Annaba,Berrahal,برحال
23,Annaba,Chetaibi,شطايبي
23,Annaba,Cheurfa,الشرفة
23,Annaba,"El Bouni",البوني
23,Annaba,"El Eulma",العلمة
23,Annaba,"El Hadjar",الحجار
23,Annaba,"Oued El Aneb","واد العنب"
23,Annaba,Seraidi,سرايدي
23,Annaba,"Sidi Amar","سيدي عمار"
23,Annaba,Treat,التريعات
24,Guelma,"Ain Ben Beida","عين بن بيضاء"
24,Guelma,"Ain Larbi","عين العربي"
24,Guelma,"Ain Makhlouf","عين مخلوف"
24,Guelma,"Ain Regada","عين رقادة"
24,Guelma,"Ain Sandel","عين صندل"
24,Guelma,Belkheir,بلخير
24,Guelma,Bendjarah,"بن جراح"
24,Guelma,"Beni Mezline","بني مزلين"
24,Guelma,"Bordj Sabath","برج صباط"
24,Guelma,"Bou Hachana",بوحشانة
24,Guelma,"Bou Hamdane",بوحمدان
24,Guelma,"Bouati Mahmoud","بوعاتي محمود"
24,Guelma,Bouchegouf,بوشقوف
24,Guelma,"Boumahra Ahmed","بومهرة أحمد"
24,Guelma,Dahouara,الدهوارة
24,Guelma,"Djeballah Khemissi","جبالة الخميسي"
24,Guelma,"El Fedjoudj",الفجوج
24,Guelma,"Guelaat Bou Sbaa","قلعة بوصبع"
24,Guelma,Guelma,قالمة
24,Guelma,"Hammam Debagh","حمام دباغ"
24,Guelma,"Hammam N'Bail","حمام النبايل"
24,Guelma,Heliopolis,هيليوبوليس
24,Guelma,"Houari Boumedienne","هواري بومدين"
24,Guelma,Khezaras,لخزارة
24,Guelma,"Medjez Amar","مجاز عمار"
24,Guelma,"Medjez Sfa","مجاز الصفاء"
24,Guelma,Nechmaya,نشماية
24,Guelma,"Oued Cheham","وادي الشحم"
24,Guelma,"Oued Ferragha","وادي فراغة"
24,Guelma,"Oued Zenati","وادي الزناتي"
24,Guelma,"Ras El Agba","رأس العقبة"
24,Guelma,Roknia,الركنية
24,Guelma,"Sellaoua Announa","سلاوة عنونة"
24,Guelma,Tamlouka,تاملوكة
25,Constantine,"Ain Abid","عين عبيد"
25,Constantine,"Ain Smara","عين السمارة"
25,Constantine,"Ben Badis","أبن باديس الهرية"
25,Constantine,"Beni Hamidane","بني حميدان"
25,Constantine,Constantine,قسنطينة
25,Constantine,"Didouche Mourad","ديدوش مراد"
25,Constantine,"El Khroub",الخروب
25,Constantine,"Hamma Bouziane","حامة بوزيان"
25,Constantine,"Ibn Ziad","ابن زياد"
25,Constantine,"Messaoud Boudjeriou","بوجريو مسعود"
25,Constantine,"Ouled Rahmoun","أولاد رحمون"
25,Constantine,"Zighoud Youcef","زيغود يوسف"
26,Médéa,"Ain Boucif","عين بوسيف"
26,Médéa,"Ain Ouksir","عين اقصير"
26,Médéa,Aissaouia,العيساوية
26,Médéa,Aziz,عزيز
26,Médéa,Baata,بعطة
26,Médéa,"Ben Chicao","بن شكاو"
26,Médéa,"Beni Slimane","بني سليمان"
26,Médéa,Berrouaghia,البرواقية
26,Médéa,"Bir Ben Laabed","بئر بن عابد"
26,Médéa,Boghar,بوغار
26,Médéa,Bouaiche,بوعيش
26,Médéa,Bouaichoune,بوعيشون
26,Médéa,Bouchrahil,بوشراحيل
26,Médéa,Boughzoul,بوغزول
26,Médéa,Bouskene,بوسكن
26,Médéa,Chabounia,الشهبونية
26,Médéa,"Chelalet El Adhaoura","شلالة العذاورة"
26,Médéa,Cheniguel,شنيقل
26,Médéa,Derrag,دراق
26,Médéa,Djouab,جواب
26,Médéa,"Draa Esmar","ذراع السمار"
26,Médéa,"El Azizia",العزيزية
26,Médéa,"El Guelbelkebir","القلب الكبير"
26,Médéa,"El Hamdania",الحمدانية
26,Médéa,"El Haoudane",الحوضان
26,Médéa,"El Omaria",العمارية
26,Médéa,"El Ouinet",العوينات
26,Médéa,Hannacha,حناشة
26,Médéa,"Kef Lakhdar","الكاف الاخضر"
26,Médéa,"Khams Djouamaa","خمس جوامع"
26,Médéa,"Ksar El Boukhari","قصر البخاري"
26,Médéa,M'fatha,مفاتحة
26,Médéa,Maghraoua,مغراوة
26,Médéa,Medea,المدية
26,Médéa,Medjebar,مجبر
26,Médéa,Mezerana,مزغنة
26,Médéa,Mihoub,ميهوب
26,Médéa,Ouamri,عوامري
26,Médéa,"Oued Harbil","وادي حربيل"
26,Médéa,"Ouled Antar","أولاد عنتر"
26,Médéa,"Ouled Bouachra","أولاد بوعشرة"
26,Médéa,"Ouled Brahim","أولاد إبراهيم"
26,Médéa,"Ouled Deid","أولاد دايد"
26,Médéa,"Ouled Emaaraf","أولاد امعرف"
26,Médéa,"Ouled Hellal","أولاد هلال"
26,Médéa,"Oum El Djellil","أم الجليل"
26,Médéa,Ouzera,وزرة
26,Médéa,Rebaia,الربعية
26,Médéa,Saneg,السانق
26,Médéa,Sedraya,سدراية
26,Médéa,Seghouane,سغوان
26,Médéa,"Si Mahdjoub","سي المحجوب"
26,Médéa,"Sidi Demed","سيدي دامد"
26,Médéa,"Sidi Naamane","سيدي نعمان"
26,Médéa,"Sidi Rabie","سيدي الربيع"
26,Médéa,"Sidi Zahar","سيدي زهار"
26,Médéa,"Sidi Ziane","سيدي زيان"
26,Médéa,Souagui,السواقي
26,Médéa,Tablat,تابلاط
26,Médéa,Tafraout,تفراوت
26,Médéa,Tamesguida,تمسقيدة
26,Médéa,"Tizi Mahdi","تيزي مهدي"
26,Médéa,"Tletat Ed Douair","ثلاث دوائر"
26,Médéa,Zoubiria,الزبيرية
27,Mostaganem,Achaacha,عشعاشة
27,Mostaganem,Ain-Boudinar,"عين بودينار"
27,Mostaganem,Ain-Nouissy,"عين نويسي"
27,Mostaganem,"Ain-Sidi Cherif","عين سيدي الشريف"
27,Mostaganem,Ain-Tedles,"عين تادلس"
27,Mostaganem,"Benabdelmalek Ramdane","بن عبد المالك رمضان"
27,Mostaganem,Bouguirat,بوقيراط
27,Mostaganem,Fornaka,فرناقة
27,Mostaganem,Hadjadj,حجاج
27,Mostaganem,"Hassi Mameche","حاسي ماماش"
27,Mostaganem,Hassiane,"الحسيان (بني ياحي"
27,Mostaganem,Khadra,خضرة
27,Mostaganem,Kheir-Eddine,"خير الدين"
27,Mostaganem,Mansourah,منصورة
27,Mostaganem,Mazagran,مزغران
27,Mostaganem,Mesra,ماسرة
27,Mostaganem,Mostaganem,مستغانم
27,Mostaganem,Nekmaria,نكمارية
27,Mostaganem,"Oued El Kheir","وادي الخير"
27,Mostaganem,"Ouled Boughalem","أولاد بوغالم"
27,Mostaganem,Ouled-Maalah,"أولاد مع الله"
27,Mostaganem,Safsaf,صفصاف
27,Mostaganem,Sayada,صيادة
27,Mostaganem,"Sidi Ali","سيدي علي"
27,Mostaganem,"Sidi Belaattar","سيدي بلعطار"
27,Mostaganem,Sidi-Lakhdar,"سيدي لخضر"
27,Mostaganem,Sirat,سيرات
27,Mostaganem,Souaflia,السوافلية
27,Mostaganem,Sour,سور
27,Mostaganem,Stidia,ستيدية
27,Mostaganem,Tazgait,تزقايت
27,Mostaganem,Touahria,الطواهرية
28,M'Sila,"Ain El Hadjel","عين الحجل"
28,M'Sila,"Ain El Melh","عين الملح"
28,M'Sila,"Ain Fares","عين فارس"
28,M'Sila,"Ain Khadra","عين الخضراء"
28,M'Sila,"Ain Rich","عين الريش"
28,M'Sila,Belaiba,بلعايبة
28,M'Sila,"Ben Srour","بن سرور"
28,M'Sila,"Beni Ilmane","بني يلمان"
28,M'Sila,Benzouh,"بن زوه"
28,M'Sila,Berhoum,برهوم
28,M'Sila,"Bir Foda","بئر فضة"
28,M'Sila,"Bou Saada",بوسعادة
28,M'Sila,"Bouti Sayeh","بوطي السايح"
28,M'Sila,Chellal,شلال
28,M'Sila,Dehahna,دهاهنة
28,M'Sila,"Djebel Messaad","جبل مساعد"
28,M'Sila,"El Hamel",الهامل
28,M'Sila,"El Houamed",الحوامد
28,M'Sila,"Hammam Dalaa","حمام الضلعة"
28,M'Sila,"Khettouti Sed-El-Jir","خطوطي سد الجير"
28,M'Sila,Khoubana,خبانة
28,M'Sila,M'Cif,مسيف
28,M'Sila,M'Sila,المسيلة
28,M'Sila,M'Tarfa,المطارفة
28,M'Sila,Maadid,المعاضيد
28,M'Sila,Maarif,معاريف
28,M'Sila,Magra,مقرة
28,M'Sila,Medjedel,امجدل
28,M'Sila,Menaa,مناعة
28,M'Sila,"Mohamed Boudiaf","محمد بوضياف"
28,M'Sila,Ouanougha,ونوغة
28,M'Sila,"Ouled Addi Guebala","أولاد عدي لقبالة"
28,M'Sila,"Ouled Derradj","أولاد دراج"
28,M'Sila,"Ouled Madhi","أولاد ماضي"
28,M'Sila,"Ouled Mansour","أولاد منصور"
28,M'Sila,"Ouled Sidi Brahim","أولاد سيدي ابراهيم"
28,M'Sila,"Ouled Slimane","أولاد سليمان"
28,M'Sila,Oulteme,ولتام
28,M'Sila,"Sidi Aissa","سيدي عيسى"
28,M'Sila,"Sidi Ameur","سيدي عامر"
28,M'Sila,"Sidi Hadjeres","سيدي هجرس"
28,M'Sila,"Sidi M'Hamed","سيدي امحمد"
28,M'Sila,Slim,سليم
28,M'Sila,Souamaa,السوامع
28,M'Sila,Tamsa,تامسة
28,M'Sila,Tarmount,تارمونت
28,M'Sila,Zarzour,زرزور
29,Mascara,"Ain Fares","عين فارس"
29,Mascara,"Ain Fekan","عين فكان"
29,Mascara,"Ain Ferah","عين فراح"
29,Mascara,"Ain Frass","عين أفرص"
29,Mascara,Alaimia,العلايمية
29,Mascara,Aouf,عوف
29,Mascara,Benian,بنيان
29,Mascara,"Bou Henni",بوهني
29,Mascara,Bouhanifia,بوحنيفية
29,Mascara,Chorfa,الشرفاء
29,Mascara,"El Bordj",البرج
29,Mascara,"El Gaada",القعدة
29,Mascara,"El Ghomri",الغمري
29,Mascara,"El Gueitena",القطنة
29,Mascara,"El Hachem",الحشم
29,Mascara,"El Keurt",القرط
29,Mascara,"El Mamounia",المأمونية
29,Mascara,"El Menaouer",المنور
29,Mascara,Ferraguig,فراقيق
29,Mascara,Froha,فروحة
29,Mascara,Gharrous,غروس
29,Mascara,Ghriss,غريس
29,Mascara,Guerdjoum,قرجوم
29,Mascara,Hacine,حسين
29,Mascara,Khalouia,خلوية
29,Mascara,Makhda,ماقضة
29,Mascara,Maoussa,ماوسة
29,Mascara,Mascara,معسكر
29,Mascara,Matemore,المطمور
29,Mascara,Mocta-Douz,"مقطع الدوز"
29,Mascara,Mohammadia,المحمدية
29,Mascara,Nesmot,نسمط
29,Mascara,Oggaz,عقاز
29,Mascara,"Oued El Abtal","وادي الأبطال"
29,Mascara,"Oued Taria","وادي التاغية"
29,Mascara,"Ras El Ain Amirouche","رأس عين عميروش"
29,Mascara,Sedjerara,سجرارة
29,Mascara,Sehailia,السهايلية
29,Mascara,"Sidi Abdeldjebar","سيدي عبد الجبار"
29,Mascara,"Sidi Abdelmoumene","سيدي عبد المومن"
29,Mascara,"Sidi Boussaid","سيدي بوسعيد"
29,Mascara,"Sidi Kada","سيدي قادة"
29,Mascara,Sig,سيق
29,Mascara,Tighennif,تيغنيف
29,Mascara,Tizi,تيزي
29,Mascara,Zahana,زهانة
29,Mascara,Zelamta,زلامطة
30,Ouargla,"Ain Beida","عين البيضاء"
30,Ouargla,"El Borma",البرمة
30,Ouargla,"Hassi Ben Abdellah","حاسي بن عبد الله"
30,Ouargla,"Hassi Messaoud","حاسي مسعود"
30,Ouargla,N'Goussa,انقوسة
30,Ouargla,Ouargla,ورقلة
30,Ouargla,Rouissat,الرويسات
30,Ouargla,"Sidi Khouiled","سيدي خويلد"
31,Oran,"Ain Biya","عين البية"
31,Oran,"Ain Kerma","عين الكرمة"
31,Oran,"Ain Turk","عين الترك"
31,Oran,Arzew,أرزيو
31,Oran,"Ben Freha","بن فريحة"
31,Oran,Bethioua,بطيوة
31,Oran,"Bir El Djir","بئر الجير"
31,Oran,Boufatis,بوفاتيس
31,Oran,Bousfer,بوسفر
31,Oran,Boutlelis,بوتليليس
31,Oran,"El Ancor",العنصر
31,Oran,"El Braya",البراية
31,Oran,"El Kerma",الكرمة
31,Oran,"Es Senia",السانية
31,Oran,Gdyel,قديل
31,Oran,"Hassi Ben Okba","حاسي بن عقبة"
31,Oran,"Hassi Bounif","حاسي بونيف"
31,Oran,"Hassi Mefsoukh","حاسي مفسوخ"
31,Oran,"Marsat El Hadjadj","مرسى الحجاج"
31,Oran,"Mers El Kebir","المرسى الكبير"
31,Oran,Messerghin,مسرغين
31,Oran,Oran,وهران
31,Oran,"Oued Tlelat","وادي تليلات"
31,Oran,"Sidi Ben Yebka","سيدي بن يبقى"
31,Oran,"Sidi Chami","سيدي الشحمي"
31,Oran,Tafraoui,طفراوي
32,"El Bayadh",Arbaouat,اربوات
32,"El Bayadh","Aïn El Orak","عين العراك"
32,"El Bayadh",Boualem,بوعلام
32,"El Bayadh",Bougtoub,بوقطب
32,"El Bayadh",Boussemghoun,بوسمغون
32,"El Bayadh",Brezina,بريزينة
32,"El Bayadh",Cheguig,الشقيق
32,"El Bayadh",Chellala,شلالة
32,"El Bayadh","El Bayadh",البيض
32,"El Bayadh","El Bnoud",البنود
32,"El Bayadh","El Kheiter",الخيثر
32,"El Bayadh","El Mehara",المحرة
32,"El Bayadh",Ghassoul,الغاسول
32,"El Bayadh","Kef El Ahmar","الكاف الأحمر"
32,"El Bayadh",Krakda,كراكدة
32,"El Bayadh","Labiodh Sidi Cheikh","الأبيض سيدي الشيخ"
32,"El Bayadh",Rogassa,رقاصة
32,"El Bayadh","Sidi Ameur","سيدي عامر"
32,"El Bayadh","Sidi Slimane","سيدي سليمان"
32,"El Bayadh","Sidi Tiffour","سيدي طيفور"
32,"El Bayadh",Stitten,ستيتن
32,"El Bayadh",Tousmouline,توسمولين
33,Illizi,"Bordj Omar Driss","برج عمر إدريس"
33,Illizi,Debdeb,دبداب
33,Illizi,Illizi,إيليزي
33,Illizi,"In Amenas","إن أمناس"
34,"Bordj Bou Arréridj","Ain Taghrout","عين تاغروت"
34,"Bordj Bou Arréridj","Ain Tesra","عين تسرة"
34,"Bordj Bou Arréridj","B. B. Arreridj","برج بوعريرج"
34,"Bordj Bou Arréridj",Belimour,بليمور
34,"Bordj Bou Arréridj","Ben Daoud","بن داود"
34,"Bordj Bou Arréridj","Bir Kasdali","بئر قاصد علي"
34,"Bordj Bou Arréridj","Bordj Ghedir","برج الغدير"
34,"Bordj Bou Arréridj","Bordj Zemmoura","برج زمورة"
34,"Bordj Bou Arréridj",Colla,القلة
34,"Bordj Bou Arréridj",Djaafra,جعافرة
34,"Bordj Bou Arréridj","El Achir",الياشير
34,"Bordj Bou Arréridj","El Annasseur",العناصر
34,"Bordj Bou Arréridj","El Euch",العش
34,"Bordj Bou Arréridj","El M'hir",المهير
34,"Bordj Bou Arréridj","El Main",الماين
34,"Bordj Bou Arréridj",Elhammadia,الحمادية
34,"Bordj Bou Arréridj",Ghailasa,غيلاسة
34,"Bordj Bou Arréridj",Haraza,حرازة
34,"Bordj Bou Arréridj",Hasnaoua,حسناوة
34,"Bordj Bou Arréridj",Khelil,خليل
34,"Bordj Bou Arréridj",Ksour,القصور
34,"Bordj Bou Arréridj",Mansoura,المنصورة
34,"Bordj Bou Arréridj",Medjana,مجانة
34,"Bordj Bou Arréridj","Ouled Brahem","أولاد أبراهم"
34,"Bordj Bou Arréridj","Ouled Dahmane","أولاد دحمان"
34,"Bordj Bou Arréridj","Ouled Sidi-Brahim","أولاد سيدي ابراهيم"
34,"Bordj Bou Arréridj",Rabta,الرابطة
34,"Bordj Bou Arréridj","Ras El Oued","رأس الوادي"
34,"Bordj Bou Arréridj",Sidi-Embarek,"سيدي أمبارك"
34,"Bordj Bou Arréridj",Taglait,تقلعيت
34,"Bordj Bou Arréridj",Tassamert,تسامرت
34,"Bordj Bou Arréridj",Tefreg,تفرق
34,"Bordj Bou Arréridj","Teniet En Nasr","ثنية النصر"
34,"Bordj Bou Arréridj",Tixter,تيكستار
35,Boumerdès,Afir,أعفير
35,Boumerdès,Ammal,عمال
35,Boumerdès,Baghlia,بغلية
35,Boumerdès,"Ben Choud","بن شود"
35,Boumerdès,"Beni Amrane","بني عمران"
35,Boumerdès,"Bordj Menaiel","برج منايل"
35,Boumerdès,Boudouaou,بودواو
35,Boumerdès,"Boudouaou El Bahri","بودواو البحري"
35,Boumerdès,Boumerdes,بومرداس
35,Boumerdès,"Bouzegza Keddara","بوزقزة قدارة"
35,Boumerdès,"Chabet El Ameur","شعبة العامر"
35,Boumerdès,Corso,قورصو
35,Boumerdès,Dellys,دلس
35,Boumerdès,Djinet,جنات
35,Boumerdès,"El Kharrouba",الخروبة
35,Boumerdès,Hammedi,حمادي
35,Boumerdès,Isser,يسر
35,Boumerdès,"Khemis El Khechna","خميس الخشنة"
35,Boumerdès,Larbatache,الاربعطاش
35,Boumerdès,Leghata,لقاطة
35,Boumerdès,Naciria,الناصرية
35,Boumerdès,"Ouled Aissa","أولاد عيسى"
35,Boumerdès,"Ouled Hedadj","أولاد هداج"
35,Boumerdès,"Ouled Moussa","أولاد موسى"
35,Boumerdès,"Si Mustapha","سي مصطفى"
35,Boumerdès,"Sidi Daoud","سيدي داود"
35,Boumerdès,"Souk El Had","سوق الحد"
35,Boumerdès,Taourga,تاورقة
